Date,Open,High,Low,Close,Volume,Returns,Range,Bench_C_Rets,RSI,RSI_Ret,MA_12,MA_21,DOW,Roll_Rets,Avg_Range,Returns_T1,Range_T1,RSI_Ret_T1,Returns_T2,Range_T2,RSI_Ret_T2
2012-02-15 00:00:00-05:00,6.282977360605457e-08,-0.0022980232282121538,0.00603022410899734,23.99798583984375,-0.2738364294815908,-0.0066115330547045215,0.01198796852385775,0.129362466457567,63.994524048363516,0.923662844808093,24.02397346496582,23.66524333045596,2,0.1248425334044937,0.016315387489844995,-0.004279392759246048,0.020435467176127986,0.9501138150443581,0.0026230514022069773,0.011173189259878313,1.011540045452348
2012-02-16 00:00:00-05:00,-0.0006593104451337872,0.038170568899499324,0.008991079423106951,24.988256454467773,1.1866141168701931,0.04126473868402236,0.041254126451300444,0.17258288245756148,76.15061384338286,1.1899551559416621,24.15395434697469,23.788632256644114,3,0.14257321264489298,0.01683167688161568,-0.0066115330547045215,0.01198796852385775,0.923662844808093,-0.004279392759246048,0.020435467176127986,0.9501138150443581
2012-02-17 00:00:00-05:00,0.02936331183464924,-0.007289980228067372,0.021452218016973168,24.95631217956543,-0.2604780523963335,-0.001278371500650799,0.011954730945525904,0.1684605152507992,75.267821584716,0.9884072863748351,24.2574725151062,23.914656230381556,4,0.13107635041663002,0.01669273220781029,0.04126473868402236,0.041254126451300444,1.1899551559416621,-0.0066115330547045215,0.01198796852385775,0.923662844808093
2012-02-21 00:00:00-05:00,-0.0006411721808101678,0.009259155390801244,0.00646186558491646,25.108043670654297,-0.27423700499025505,0.006079884319330819,0.014767287237706705,0.1759383191929369,76.65233128983948,1.0183944436808918,24.36966832478841,23.987835293724423,1,0.12162132137199222,0.01638584709666304,-0.001278371500650799,0.011954730945525904,0.9884072863748351,0.04126473868402236,0.041254126451300444,1.1899551559416621
2012-02-22 00:00:00-05:00,0.008659225775405455,0.0022142947056515982,0.0009629194646285644,24.97227668762207,-0.03101914424384078,-0.00540731029518271,0.0160359203048821,0.16696184959151816,72.7290909168239,0.9488177292588671,24.451376914978027,24.053793498447963,2,0.1293766006376671,0.01646342602081309,0.006079884319330819,0.014767287237706705,1.0183944436808918,-0.001278371500650799,0.011954730945525904,0.9884072863748351
2012-02-23 00:00:00-05:00,-0.007948815011422972,-0.0028406018899018726,-0.005772630024499015,25.05214500427246,-0.28868175062737045,0.003198279341906307,0.019032262986706128,0.1747992243655947,73.58558734302623,1.0117765314457436,24.542385578155518,24.138289406186058,3,0.12896996875168232,0.016617354764778044,-0.00540731029518271,0.0160359203048821,0.9488177292588671,0.006079884319330819,0.014767287237706705,1.0183944436808918
2012-02-24 00:00:00-05:00,0.008974382768561107,-0.0028489452666180526,0.007741991162219408,25.139991760253906,0.015433270443303337,0.003506556263603855,0.008322670639780538,0.16993037064440242,74.53300089659382,1.0128749879939278,24.630797545115154,24.21865663074312,4,0.1367866037101454,0.016151872863806135,0.003198279341906307,0.019032262986706128,1.0117765314457436,-0.00540731029518271,0.0160359203048821,0.9488177292588671
2012-02-27 00:00:00-05:00,-0.0076242349173965,-3.5661304287337714e-07,-0.004481769569142147,25.036165237426758,-0.02830607667095797,-0.0041299346402848824,0.0128617239107367,0.1673285740027226,71.2789295652273,0.9563405298026149,24.690061569213867,24.29634666442871,0,0.12255596733278962,0.016134544137819156,0.003506556263603855,0.008322670639780538,1.0128749879939278,0.003198279341906307,0.019032262986706128,1.0117765314457436
2012-02-28 00:00:00-05:00,0.0054418345804669865,0.013650894820957271,0.009003267135342163,25.451440811157227,0.3084377639694056,0.01658702799699019,0.017527124254892446,0.18743592696731848,75.82518982838694,1.0637812645460585,24.77665917078654,24.40401249840146,1,0.13021448829629123,0.016167025502488986,-0.0041299346402848824,0.0128617239107367,0.9563405298026149,0.003506556263603855,0.008322670639780538,1.0128749879939278
2012-02-29 00:00:00-05:00,0.01528190357739767,0.002192444671510918,0.0073297150485209794,25.347625732421875,0.3115810977524065,-0.004078947023299473,0.012337848216324332,0.18967143820197618,72.72597309985474,0.9591268187320524,24.872456550598145,24.49237805321103,2,0.12578143895810212,0.016010307532210354,0.01658702799699019,0.017527124254892446,1.0637812645460585,-0.0041299346402848824,0.0128617239107367,0.9563405298026149
2012-03-01 00:00:00-05:00,0.0012541878757352798,0.012187326707068014,0.007592373101471095,25.786853790283203,0.30376612343148435,0.017328173553530002,0.016954442753880805,0.2110362900213878,77.00783477815665,1.0588766501951483,24.99956687291463,24.604681287493026,3,0.14417103300309608,0.0160630014281632,-0.004078947023299473,0.012337848216324332,0.9591268187320524,0.01658702799699019,0.017527124254892446,1.0637812645460585
2012-03-02 00:00:00-05:00,0.011901372817241906,0.0015439656338829266,0.004709867898581743,25.619155883789062,-0.3882636167464616,-0.006503232533056513,0.013749957084655762,0.20053501145768937,72.3382969445174,0.9393628213662778,25.121354420979817,24.695398512340727,4,0.14156474767687965,0.01603376068576158,0.017328173553530002,0.016954442753880805,1.0588766501951483,-0.004078947023299473,0.012337848216324332,0.9591268187320524
2012-03-05 00:00:00-05:00,-0.00928526558116538,-0.012022296638195318,-0.011875093914685886,25.39554214477539,-0.04383884753414413,-0.008728380436420546,0.013598936951754181,0.18032626416500697,66.5439672703209,0.9198995564045326,25.23781744639079,24.77320080711728,0,0.07629286995723583,0.015339232762567108,-0.006503232533056513,0.013749957084655762,0.9393628213662778,0.017328173553530002,0.016954442753880805,1.0588766501951483
2012-03-06 00:00:00-05:00,-0.014682884435348376,-0.0021841316796590293,-0.0041114093009001484,25.203876495361328,0.14794208664898312,-0.007547216291796888,0.01556048824006595,0.17550139000631715,61.96260068692211,0.9311527885797978,25.255785783131916,24.830919992356073,1,0.06807233233013466,0.015176484274406491,-0.008728380436420546,0.013598936951754181,0.9198995564045326,-0.006503232533056513,0.013749957084655762,0.9393628213662778
2012-03-07 00:00:00-05:00,0.004122057704299298,-0.0018758236577472998,0.0012706069295953526,25.427494049072266,-0.33875443119871984,0.008872347622878252,0.012369152589762678,0.19337976084365516,64.99099493997628,1.0488745504462555,25.295050938924152,24.900798706781295,2,0.09006298331253482,0.015143279438902264,-0.007547216291796888,0.01556048824006595,0.9311527885797978,-0.008728380436420546,0.013598936951754181,0.9198995564045326
2012-03-08 00:00:00-05:00,0.01168264363516025,0.009084819297485058,0.011734457967774725,25.56324577331543,0.07009236933757323,0.00533877715126696,0.009717851713148873,0.20312441102703738,66.72307867383756,1.0266511342911582,25.332984447479248,24.97147478376116,3,0.08790321590119698,0.014802146563665897,0.008872347622878252,0.012369152589762678,1.0488745504462555,-0.007547216291796888,0.01556048824006595,0.9311527885797978
